SERIALNO,SPORDER,PWGTP,SEX,RAC1P,AGEP,COW,JWMNP,JWRIP,JWTR,MAR,SCHG,SCHL
2.02E+12,1,9,1,6,56,2,2,,10,5,,22
2.02E+12,1,2,2,2,61,,,,,5,,15
2.02E+12,1,17,2,2,58,,,,,3,,16
2.02E+12,1,15,1,1,70,,,,,5,,21
2.02E+12,1,8,2,1,90,,,,,2,,16
2.02E+12,1,17,1,8,55,,,,,5,,16
2.02E+12,1,10,2,2,91,,,,,2,,14
2.02E+12,1,4,1,2,39,,,,,5,,1
2.02E+12,1,10,2,1,69,,,,,2,,21
2.02E+12,1,9,2,1,72,2,,,,1,,21
2.02E+12,1,17,1,1,54,,,,,5,,16
2.02E+12,1,15,1,1,40,,,,,5,,16
2.02E+12,1,9,2,1,95,,,,,2,,24
2.02E+12,1,14,2,1,91,,,,,2,,9
2.02E+12,1,15,2,1,91,,,,,2,,16
2.02E+12,1,18,1,2,37,,,,,5,,16
2.02E+12,1,12,1,2,47,1,,,,5,,16
2.02E+12,1,14,2,6,52,,,,,1,,16
2.02E+12,1,14,2,2,48,,,,,5,,16
2.02E+12,1,8,2,1,71,,,,,3,,20
2.02E+12,1,3,1,1,63,,,,,5,,11
2.02E+12,1,3,1,9,71,,,,,1,,16
2.02E+12,1,1,2,1,87,,,,,5,,22
2.02E+12,1,18,2,2,74,,,,,5,,16
2.02E+12,1,15,2,6,21,1,,,,5,15,19
2.02E+12,1,18,1,2,45,,,,,5,,1
2.02E+12,1,10,2,1,86,,,,,2,,16
2.02E+12,1,8,2,1,18,,,,,5,15,19
2.02E+12,1,1,2,1,29,2,20,,4,5,,22
2.02E+12,1,14,1,1,46,,,,,5,,17
2.02E+12,1,19,2,1,95,,,,,2,,16
2.02E+12,1,20,1,1,88,,,,,5,,16
2.02E+12,1,1,2,1,60,2,2,,10,5,,21
2.02E+12,1,2,2,1,79,2,,,,5,,22
2.02E+12,1,17,2,2,18,,,,,5,15,16
2.02E+12,1,5,1,1,44,1,,,,5,,18
2.02E+12,1,16,1,1,64,,,,,5,,16
2.02E+12,1,18,1,1,18,,,,,5,15,19
2.02E+12,1,14,2,2,82,,,,,2,,16
2018GQ0001235,1,2,1,9,62,6,15,,10,5,,7
2018GQ0001729,1,17,2,1,20,1,25,1,1,5,15,19
2018GQ0002209,1,2,2,6,28,2,10,,10,5,16,23
2018GQ0004237,1,27,2,2,95,,,,,2,,16
2018GQ0005822,1,19,2,1,77,,,,,2,,16
2018GQ0009026,1,25,1,1,57,,,,,1,,14
2018GQ0026954,1,1,1,2,88,,,,,1,,16
2018GQ0029547,1,4,1,2,39,1,70,,4,1,,17
2018GQ0032533,1,19,1,2,88,,,,,1,,16
2018GQ0037742,1,15,1,1,68,,,,,1,,19
2018GQ0040670,1,13,1,1,95,,,,,1,,16
2018GQ0041694,1,12,2,1,95,,,,,3,,16
2018GQ0048684,1,13,2,1,95,,,,,1,,14
2018GQ0064235,1,3,1,2,33,1,10,,10,5,,20
2018GQ0065803,1,13,1,8,62,,,,,5,,1
2018GQ0066847,1,1,2,8,28,2,15,,10,5,16,24
2018GQ0069879,1,2,1,1,28,1,20,1,1,5,16,24
2018GQ0074719,1,3,2,1,9,,,,,5,8,9
2018GQ0077532,1,4,1,2,29,6,30,,4,5,,17
2018GQ0079985,1,1,2,1,95,,,,,5,,11
2018GQ0081681,1,18,1,2,83,,,,,1,,20
2018GQ0083645,1,11,2,8,42,,,,,5,,18
2018GQ0086071,1,21,1,1,72,,,,,5,,21
2018GQ0089137,1,17,1,1,78,,,,,5,,19
2018GQ0092017,1,31,2,2,73,,,,,2,,13
2018GQ0092420,1,17,2,6,71,,,,,5,,21
2018GQ0094304,1,30,1,2,58,,,,,5,,21
2018GQ0095125,1,1,1,2,60,,,,,5,,13
2018GQ0098200,1,12,1,2,56,,,,,5,,16
2018GQ0098543,1,14,1,1,21,1,,,,5,15,19
2018GQ0100119,1,13,1,2,60,,,,,1,,11
2018GQ0103125,1,1,2,1,28,2,5,,10,5,16,21
2018GQ0105203,1,32,1,2,80,,,,,5,,16
2018GQ0110160,1,14,2,1,18,2,,,,5,15,19
2018GQ0114955,1,14,1,1,18,1,,,,5,15,16
2018GQ0115917,1,11,2,8,83,,,,,2,,11
2018GQ0120866,1,46,2,2,33,,,,,5,,16
2018GQ0121457,1,20,1,1,89,,,,,1,,22
2018GQ0121621,1,15,2,1,85,,,,,5,,16
2018GQ0125368,1,3,1,2,53,,,,,5,,13
2018GQ0125605,1,13,1,6,64,,,,,5,,11
2018GQ0126577,1,15,1,1,74,,,,,5,,16
2018GQ0131053,1,3,2,1,72,,,,,5,,21
2018GQ0131528,1,1,1,1,27,,,,,5,16,21
2018GQ0133798,1,11,1,2,52,,,,,5,,19
2018GQ0136502,1,20,2,1,87,,,,,3,,16
2018GQ0137262,1,17,1,6,28,,,,,5,16,21
2018GQ0137512,1,14,2,2,17,,,,,5,11,11
2018GQ0141552,1,12,1,2,68,,,,,5,,14
2018GQ0142639,1,14,1,2,68,,,,,5,,16
2018GQ0146784,1,1,2,1,87,,,,,5,,21
2018GQ0153815,1,3,2,1,87,,,,,5,,21
2018HU0000016,1,39,2,1,63,7,35,2,1,1,,22
2018HU0000016,2,46,1,1,65,1,,,,1,,19
2018HU0003876,1,38,1,1,49,1,20,,4,1,,22
2018HU0003876,2,40,2,1,48,,,,,1,,22
2018HU0003876,3,32,2,1,16,,,,,5,14,14
2018HU0003876,4,39,2,1,13,,,,,5,10,10
2018HU0013109,1,9,1,6,30,1,30,,4,1,,22
2018HU0013109,2,6,2,6,27,1,30,,10,1,,21
2018HU0013653,1,33,2,1,40,2,10,,10,1,,24
2018HU0013653,2,30,1,1,46,2,,,,1,,22
2018HU0013653,3,31,1,1,11,,,,,5,7,7
2018HU0013653,4,31,1,1,8,,,,,5,5,6
2018HU0013727,1,25,1,1,64,1,15,,7,1,,21
2018HU0013727,2,23,2,1,66,,,,,1,,21
2018HU0015644,1,21,1,1,39,1,10,,2,1,,22
2018HU0015644,2,18,2,1,32,1,,,,1,,22
2018HU0015644,3,16,2,1,3,,,,,5,1,1
2018HU0015644,4,16,2,1,1,,,,,5,,
2018HU0016022,1,12,2,1,83,,,,,1,,21
2018HU0016022,2,16,1,1,86,,,,,3,,19
2018HU0018002,1,26,1,1,64,,,,,5,,22
2018HU0021727,1,53,2,9,76,,,,,5,,13
2018HU0029607,1,25,2,1,56,3,,,,5,,24
2018HU0033643,1,25,1,1,36,1,30,,2,1,,20
2018HU0033643,2,27,2,1,38,1,,,,1,,22
2018HU0041629,1,31,1,1,26,1,25,,4,5,,22
2018HU0041629,2,30,2,1,26,2,50,,4,5,,22
2018HU0042916,1,28,2,6,39,1,55,,4,5,16,22
2018HU0042916,2,26,2,6,25,1,,,,5,16,21
2018HU0043988,1,14,1,1,65,7,40,1,1,1,,22
2018HU0043988,2,13,2,1,65,7,30,,4,1,,21
2018HU0043988,3,14,2,1,26,1,30,,2,5,,21
2018HU0050585,1,22,2,1,73,,,,,2,,21
2018HU0051386,1,30,1,1,54,3,45,1,1,1,,23
2018HU0053041,1,52,2,1,25,1,30,,4,5,,21
2018HU0054372,1,30,1,1,52,1,60,,5,1,,22
2018HU0054372,2,24,2,1,47,7,,,11,1,,22
2018HU0057741,1,27,1,1,29,1,40,,4,5,,23
2018HU0057741,2,67,2,1,33,2,5,,10,5,,23
2018HU0061076,1,15,2,6,28,2,12,,10,1,,22
2018HU0061076,2,22,1,6,33,1,35,,4,1,,23
2018HU0061076,3,30,2,6,0,,,,,5,,
2018HU0062191,1,23,1,1,85,6,,,,1,,23
2018HU0062191,2,24,2,9,78,,,,,1,,24
2018HU0062936,1,32,2,1,65,1,,,,3,,21
2018HU0063447,1,20,1,1,31,1,20,,4,5,,21
2018HU0068046,1,75,1,1,79,,,,,1,,21
2018HU0068046,2,77,2,1,78,1,15,,2,1,,23
2018HU0068143,1,41,2,6,38,1,10,,10,5,,24
2018HU0068143,2,56,2,6,38,1,10,,10,5,,24
2018HU0069573,1,22,1,1,47,3,30,1,1,3,,21
2018HU0072543,1,37,1,1,49,1,40,,4,5,,22
2018HU0072543,2,53,2,1,46,1,,,,5,,21
2018HU0073112,1,26,1,1,85,,,,,1,,21
2018HU0073112,2,26,2,1,82,2,,,11,1,,22
2018HU0077643,1,26,2,1,48,1,20,,10,5,,22
2018HU0077643,2,25,2,1,8,,,,,5,5,5
2018HU0077643,3,25,1,1,5,,,,,5,2,2
2018HU0077851,1,21,2,1,58,2,45,,4,3,,21
2018HU0079157,1,27,2,1,61,6,,,,5,,20
2018HU0081794,1,25,2,1,77,,,,,2,,21
2018HU0081806,1,57,2,1,33,1,10,,10,1,,22
2018HU0081806,2,64,1,1,32,7,20,,10,1,,21
2018HU0081806,3,57,1,1,0,,,,,5,,
2018HU0083041,1,24,1,1,80,6,30,2,1,1,,22
2018HU0083041,2,25,2,1,79,7,25,2,1,1,,22
2018HU0091738,1,19,2,1,34,2,138,1,1,5,,24
2018HU0091738,2,24,1,1,35,2,30,,4,5,,24
2018HU0091939,1,11,1,1,95,,,,,5,,22
2018HU0093994,1,52,2,1,39,,,,,3,,16
2018HU0095199,1,18,1,1,29,1,20,,4,5,,21
2018HU0097437,1,17,1,1,24,1,45,,4,5,,21
2018HU0099521,1,27,1,1,56,6,20,,4,1,,21
2018HU0099521,2,24,2,1,61,,,,,1,,21
2018HU0099521,3,26,2,1,26,2,20,,10,5,,22
2018HU0099649,1,25,1,1,29,1,25,,4,5,,21
2018HU0102124,1,16,2,1,95,,,,,2,,16
2018HU0110088,1,45,1,1,75,1,,,,2,,15
2018HU0110088,2,44,1,2,58,3,,,,5,,20
2018HU0110928,1,40,1,1,33,1,100,,5,5,,23
2018HU0111008,1,237,2,1,91,,,,,1,,23
2018HU0111008,2,242,1,1,90,,,,,1,,16
2018HU0116619,1,53,2,1,71,,,,,5,,21
2018HU0118848,1,22,2,1,45,1,42,,10,5,,21
2018HU0120098,1,22,2,6,35,2,12,,10,5,,24
2018HU0123170,1,41,1,1,51,7,20,,10,5,,22
2018HU0124115,1,22,2,2,83,,,,,3,,16
2018HU0126596,1,82,2,1,54,3,50,,2,2,16,22
2018HU0135000,1,56,2,1,37,1,30,,4,5,,21
2018HU0138832,1,20,2,1,26,3,35,,2,5,,23
2018HU0144641,1,71,2,1,74,1,90,1,1,5,,1
2018HU0152274,1,84,1,1,79,,,,,1,,20
2018HU0156258,1,38,1,6,32,2,30,,4,1,,21
2018HU0156258,2,37,2,6,33,2,25,,4,1,,21
2018HU0156852,1,11,1,6,26,1,,,,5,15,19
2018HU0162642,1,26,2,1,73,4,,,,3,,24
2018HU0165089,1,19,1,1,29,2,25,,4,5,,23
2018HU0165089,2,20,2,1,30,1,138,1,1,5,,21
2018HU0166417,1,30,2,6,28,1,40,,4,5,,21
2018HU0167475,1,71,2,1,48,2,45,,2,5,,21
2018HU0169202,1,23,1,1,82,,,,,1,,23
2018HU0169202,2,23,2,1,72,,,,,1,,22
2018HU0169810,1,115,2,1,30,1,12,,10,5,,21
2018HU0173332,1,47,1,1,63,7,10,,10,1,,24
2018HU0173332,2,41,2,1,62,3,,,,1,,21
2018HU0173332,3,49,1,1,28,1,10,,7,5,,21
2018HU0174530,1,69,2,1,55,,,,,4,,20
2018HU0176052,1,30,2,1,60,6,25,,4,5,,21
2018HU0176466,1,70,2,1,69,,,,,3,,21
2018HU0178503,1,7,2,6,29,1,,,,5,,21
2018HU0179070,1,22,1,1,24,1,10,,10,5,,22
2018HU0179070,2,31,1,1,24,1,5,,10,5,,21
2018HU0179753,1,29,2,1,28,1,27,,4,1,,21
2018HU0179753,2,31,1,1,29,1,35,,4,1,,22
2018HU0184739,1,27,1,1,60,1,,,,1,,23
2018HU0184739,2,29,2,1,52,1,60,,7,1,,21
2018HU0190956,1,22,2,6,31,1,25,,4,5,,21
2018HU0190956,2,22,2,6,29,1,30,,4,5,,21
2018HU0190956,3,23,2,6,29,7,30,,4,5,15,19
2018HU0196041,1,106,2,1,60,,,,,1,,21
2018HU0196041,2,114,1,1,83,,,,,1,,24
2018HU0197760,1,83,1,1,75,,,,,5,,16
2018HU0199452,1,21,2,1,25,1,75,,4,5,,21
2018HU0199452,2,29,2,1,25,1,20,,4,5,,21
2018HU0202190,1,29,2,1,27,2,30,,10,5,,23
2018HU0206664,1,27,1,1,72,6,,,11,1,,22
2018HU0206664,2,24,2,1,69,6,,,11,1,,24
2018HU0210816,1,70,1,6,26,1,30,,4,5,,21
2018HU0210816,2,62,2,6,26,1,,,,5,16,21
2018HU0212838,1,16,1,1,23,3,40,,4,5,,21
2018HU0212838,2,17,2,1,21,1,,,,5,15,19
2018HU0212838,3,31,1,1,23,3,45,,4,5,,21
2018HU0213204,1,9,1,3,28,1,25,,4,1,,21
2018HU0215174,1,17,1,1,67,3,,,,5,,24
2018HU0216352,1,18,2,1,27,1,25,,4,5,,19
2018HU0217952,1,132,2,1,90,,,,,3,,19
2018HU0219044,1,30,2,6,26,1,5,,10,1,,23
2018HU0219044,2,35,1,1,27,1,30,,4,1,,21
2018HU0220772,1,26,2,1,76,,,,,3,,19
2018HU0222979,1,77,2,1,60,1,20,,2,1,,23
2018HU0222979,2,92,1,1,66,1,30,,2,1,,21
2018HU0224890,1,84,1,1,36,1,20,,9,5,,21
2018HU0227260,1,14,2,1,22,1,35,,4,5,,21
2018HU0227523,1,20,1,1,27,1,30,,4,5,,21
2018HU0227523,2,27,1,1,25,1,10,,4,5,,21
2018HU0227523,3,24,1,1,23,1,30,10,1,5,,21
2018HU0230205,1,82,2,1,69,,,,,1,,19
2018HU0231600,1,12,1,1,77,1,,,,1,16,24
2018HU0231600,2,10,2,1,71,1,10,,10,1,,22
2018HU0233349,1,24,1,1,49,6,5,,10,1,,18
2018HU0239247,1,25,1,1,33,1,30,,4,5,,21
2018HU0239247,2,29,2,1,29,1,45,,4,5,,21
2018HU0246389,1,22,1,6,24,1,15,,10,5,,22
2018HU0246389,2,70,1,1,36,1,45,,4,5,,21
2018HU0246389,3,53,2,1,27,1,12,,10,5,,21
2018HU0247275,1,94,2,1,54,1,15,1,1,3,,21
2018HU0247812,1,22,2,1,47,1,20,,10,5,,22
2018HU0247812,2,20,2,1,8,,,,,5,4,4
2018HU0247812,3,32,2,1,59,1,,,11,1,16,22
2018HU0250906,1,41,1,1,75,1,,,,1,,21
2018HU0250906,2,42,2,1,68,1,25,,4,1,,19
2018HU0250906,3,48,2,1,34,2,,,,3,,19
2018HU0255723,1,26,1,1,65,6,30,,4,1,,23
2018HU0255723,2,23,2,1,60,6,,,11,1,,22
2018HU0256206,1,28,2,1,62,3,35,,10,3,,22
2018HU0257214,1,41,1,1,36,1,5,,10,5,,22
2018HU0267234,1,29,2,1,52,7,,,11,3,,21
2018HU0267234,2,17,2,1,23,,,,,5,15,16
2018HU0267234,3,23,2,1,12,,,,,5,9,9
2018HU0270148,1,25,2,1,72,6,,,,5,,24
2018HU0270148,2,27,2,1,33,1,30,,4,5,,21
2018HU0270360,1,65,1,1,26,1,20,,4,5,16,21
2018HU0270360,2,79,1,1,23,1,35,,4,5,,21
2018HU0271197,1,25,1,1,62,,,,,1,,21
2018HU0271197,2,23,2,1,63,,,,,1,,22
2018HU0273766,1,29,2,1,86,,,,,2,,21
2018HU0277849,1,87,2,1,80,,,,,3,,16
2018HU0278032,1,18,2,1,34,1,30,,4,5,,22
2018HU0278172,1,36,2,6,34,1,25,,4,5,,22
2018HU0278401,1,23,1,1,40,2,30,,9,1,,22
2018HU0278401,2,26,2,1,42,1,60,,4,1,,22
2018HU0278401,3,24,1,1,8,,,,,5,5,5
2018HU0278401,4,24,1,1,6,,,,,5,2,2
2018HU0280545,1,17,2,1,71,,,,,3,,21
2018HU0280809,1,27,2,1,25,1,48,,4,5,,21
2018HU0283160,1,6,2,1,32,1,35,,4,1,,24
2018HU0283160,2,8,1,9,32,1,40,,4,1,,24
2018HU0286249,1,89,2,1,50,4,45,,10,3,,24
2018HU0286459,1,14,1,1,37,1,,,,5,16,21
2018HU0286510,1,29,1,1,67,2,45,1,1,1,,24
2018HU0286510,2,28,2,6,42,2,30,,4,1,,24
2018HU0286510,3,25,1,9,4,,,,,5,,1
2018HU0286583,1,64,1,1,30,2,30,,4,5,,21
2018HU0286611,1,26,2,1,63,6,15,,7,3,,21
2018HU0286883,1,38,2,1,76,6,,,11,3,,21
2018HU0289471,1,14,1,1,79,,,,,1,,21
2018HU0289471,2,14,2,1,79,,,,,1,,21
2018HU0291340,1,73,2,1,84,,,,,2,,18
2018HU0292748,1,23,2,1,83,,,,,1,,19
2018HU0292748,2,24,1,1,82,,,,,1,,23
2018HU0294653,1,63,2,1,25,1,40,,4,5,,21
2018HU0302114,1,55,2,6,59,1,20,,10,5,,23
2018HU0303318,1,15,1,1,42,1,30,,4,1,,21
2018HU0303318,2,17,2,1,41,1,,,,1,,21
2018HU0303318,3,15,1,1,6,,,,,5,2,2
2018HU0303318,4,11,2,1,4,,,,,5,1,2
2018HU0305819,1,26,1,1,76,7,20,,12,1,,23
2018HU0305819,2,27,2,1,74,,,,,1,,22
2018HU0305828,1,46,2,1,74,,,,,5,,21
2018HU0306815,1,23,2,1,76,1,30,,4,3,,16
2018HU0308926,1,15,1,6,32,1,10,,4,1,,21
2018HU0308926,2,13,2,1,33,1,,,,1,,21
2018HU0308926,3,21,2,9,2,,,,,5,,
2018HU0315347,1,31,1,1,60,6,,,11,1,,22
2018HU0315347,2,27,2,1,58,7,,,11,1,,22
2018HU0316740,1,18,1,1,58,1,15,,4,1,,21
2018HU0316740,2,16,2,1,57,6,,,,1,,21
2018HU0316740,3,10,2,1,18,2,,,,5,15,16
2018HU0317061,1,27,1,1,30,1,15,,4,1,,22
2018HU0317061,2,28,2,1,27,3,30,,4,1,,23
2018HU0323962,1,27,2,1,55,1,10,,2,4,,16
2018HU0327381,1,19,2,9,28,1,50,,4,5,16,21
2018HU0327923,1,24,2,1,67,2,,,,5,,23
2018HU0328661,1,18,1,1,69,1,20,1,1,1,,21
2018HU0328661,2,15,2,1,61,,,,,1,,21
2018HU0329006,1,17,2,1,50,,,,,1,,23
2018HU0329006,2,19,1,1,51,1,30,,7,1,,23
2018HU0329006,3,12,2,1,15,,,,,5,11,11
2018HU0329006,4,14,2,1,13,,,,,5,9,10
2018HU0329570,1,44,1,2,48,5,60,1,1,1,,21
2018HU0329570,2,27,2,9,38,1,,,,1,,21
2018HU0329570,3,40,1,9,1,,,,,5,,
2018HU0331735,1,20,2,6,30,1,30,,4,3,,21
2018HU0332343,1,19,1,1,32,1,35,,9,1,,22
2018HU0332343,2,18,2,1,31,2,10,,10,1,,22
2018HU0332343,3,16,2,1,1,,,,,5,,
2018HU0332343,4,18,1,1,0,,,,,5,,
2018HU0333344,1,12,1,1,36,1,10,,10,1,,21
2018HU0333344,2,13,2,6,36,1,,,,1,,21
2018HU0333344,3,9,2,9,6,,,,,5,2,2
2018HU0333344,4,16,2,9,4,,,,,5,1,1
2018HU0333344,5,12,1,9,2,,,,,5,,
2018HU0336756,1,11,2,1,60,1,45,,4,1,,24
2018HU0336756,2,13,1,1,62,1,10,,10,1,,24
2018HU0339464,1,22,2,2,46,,,,,4,,18
2018HU0339464,2,34,1,2,21,,,,,5,15,20
2018HU0339464,3,40,1,2,9,,,,,5,6,7
2018HU0340165,1,25,1,1,42,6,30,,7,5,,21
2018HU0341744,1,16,1,1,74,2,15,,4,1,,24
2018HU0341744,2,15,2,1,56,1,30,1,1,1,,21
2018HU0341744,3,15,1,1,12,,,,,5,8,8
2018HU0347378,1,23,1,1,79,4,,,,1,16,24
2018HU0347378,2,23,2,1,76,1,30,1,1,1,,22
2018HU0347722,1,65,1,1,33,1,35,,10,5,,22
2018HU0355010,1,7,1,1,32,1,10,,10,5,,21
2018HU0356651,1,27,2,1,73,6,,,,3,,21
2018HU0357226,1,12,1,1,72,4,75,,7,1,,22
2018HU0357226,2,10,2,1,72,6,10,,10,1,,22
2018HU0357227,1,43,2,1,23,1,20,,7,5,,21
2018HU0361754,1,17,1,1,26,1,15,,12,5,,20
2018HU0361754,2,15,2,1,24,1,20,,4,5,16,22
2018HU0362585,1,18,1,1,27,1,30,,4,1,,21
2018HU0362585,2,18,2,1,27,1,,,,1,,21
2018HU0363774,1,13,2,1,37,2,20,,7,5,,24
2018HU0368848,1,72,1,1,85,,,,,1,,21
2018HU0368848,2,73,2,1,78,1,,,,1,,16
2018HU0373611,1,26,2,1,36,1,35,,4,1,,22
2018HU0373611,2,25,1,1,39,1,30,,4,1,,21
2018HU0376134,1,19,2,1,27,1,30,,4,5,,22
2018HU0383569,1,17,2,1,27,3,25,,4,5,,23
2018HU0383925,1,36,1,1,40,1,20,,4,1,,21
2018HU0383925,2,38,2,6,42,7,,,,1,,22
2018HU0383925,3,25,2,9,10,,,,,5,7,7
2018HU0393118,1,92,2,1,29,1,5,,10,5,,21
2018HU0396370,1,33,2,1,28,6,,,11,5,,21
2018HU0396370,2,44,2,1,28,1,,,11,5,,21
2018HU0396724,1,52,2,1,30,6,25,,4,5,,23
2018HU0398927,1,22,1,1,32,1,75,,5,1,,23
2018HU0398927,2,20,2,1,32,1,25,,4,1,,23
2018HU0403078,1,14,2,1,64,,,,,3,,22
2018HU0408409,1,79,1,1,36,1,20,,10,1,,22
2018HU0408409,2,65,2,1,34,1,35,,4,1,,22
2018HU0412473,1,31,1,1,42,2,25,,9,5,,23
2018HU0413382,1,76,1,1,32,2,15,3,1,1,,22
2018HU0413382,2,70,2,1,32,,,,,1,,22
2018HU0413382,3,67,1,1,4,,,,,5,1,1
2018HU0413382,4,62,2,1,2,,,,,5,,
2018HU0413382,5,63,2,1,1,,,,,5,,
2018HU0416116,1,12,2,1,24,1,35,,4,5,,21
2018HU0416116,2,29,1,1,30,1,30,,4,5,,23
2018HU0427388,1,132,1,1,42,4,40,1,1,5,,16
2018HU0430408,1,36,1,1,35,1,34,,4,5,,21
2018HU0432199,1,73,2,1,30,1,20,,4,5,,21
2018HU0434254,1,97,2,1,52,1,25,,4,3,,23
2018HU0445766,1,26,2,1,48,,,,,1,,22
2018HU0445766,2,34,1,1,50,1,20,,7,1,,21
2018HU0445766,3,39,1,1,16,,,,,5,13,13
2018HU0445766,4,23,2,1,15,,,,,5,12,12
2018HU0445766,5,26,1,1,10,,,,,5,7,7
2018HU0446201,1,37,2,6,51,2,20,,10,3,,21
2018HU0446445,1,33,1,1,27,2,5,,10,1,,24
2018HU0446445,2,31,2,1,27,3,20,,10,1,,22
2018HU0446971,1,12,2,6,24,1,40,,4,5,,21
2018HU0450207,1,27,1,1,67,1,25,,10,1,,22
2018HU0451328,1,24,2,6,49,1,45,2,1,1,,22
2018HU0451328,2,17,1,6,53,1,30,2,1,1,,22
2018HU0451328,3,12,1,6,18,,,,,5,14,16
2018HU0451328,4,17,1,6,16,2,,,,5,12,13
2018HU0463992,1,24,2,1,71,2,,,,1,,22
2018HU0463992,2,27,1,1,72,6,,,,1,,22
2018HU0466339,1,26,1,1,75,1,5,1,1,1,,22
2018HU0466339,2,27,2,1,77,,,,,1,,19
2018HU0466381,1,15,1,6,17,,,,,5,15,18
2018HU0466381,2,14,1,6,19,,,,,5,15,19
2018HU0469610,1,46,1,1,31,1,30,,4,5,,21
2018HU0471253,1,83,1,6,30,1,25,,4,3,,21
2018HU0471390,1,32,1,1,63,1,30,1,1,5,,22
2018HU0473263,1,24,2,1,53,1,45,,4,1,,21
2018HU0473263,2,27,1,1,54,1,15,1,1,1,,22
2018HU0473263,3,31,1,1,16,1,,,,5,13,14
2018HU0473263,4,17,2,1,15,,,,,5,11,11
2018HU0473263,5,20,2,1,12,,,,,5,9,10
2018HU0481463,1,25,2,1,32,1,23,,4,1,,21
2018HU0481463,2,31,1,1,35,1,15,,10,1,,14
2018HU0481766,1,18,2,1,25,1,15,,4,5,,21
2018HU0481766,2,25,2,1,28,1,40,,4,5,,21
2018HU0482483,1,13,1,1,80,1,25,,2,1,,21
2018HU0482483,2,13,2,1,77,6,,,,1,,19
2018HU0486604,1,92,1,1,62,1,25,,4,1,,22
2018HU0486604,2,105,2,6,67,1,25,,4,1,,22
2018HU0487680,1,24,1,1,82,,,,,1,,21
2018HU0487680,2,23,2,1,81,,,,,1,,17
2018HU0494763,1,27,2,1,75,6,,,11,1,,22
2018HU0494763,2,28,1,1,76,1,,,,1,,22
2018HU0495556,1,43,2,1,40,1,20,,4,3,,22
2018HU0495556,2,28,2,9,7,,,,,5,3,3
2018HU0495556,3,31,1,1,4,,,,,5,1,2
2018HU0495908,1,27,1,1,70,7,15,,2,1,,16
2018HU0495908,2,25,2,1,71,,,,,1,,16
2018HU0508470,1,95,2,6,29,1,30,,4,5,,21
2018HU0509084,1,8,1,1,46,2,30,,4,1,,21
2018HU0509084,2,15,1,1,37,1,30,,4,1,,20
2018HU0510979,1,125,2,1,24,1,30,,4,5,,21
2018HU0510979,2,247,2,1,27,1,30,,4,5,,21
2018HU0511093,1,27,1,1,41,2,5,,10,1,,24
2018HU0511093,2,29,2,6,41,2,5,,10,1,,24
2018HU0511093,3,26,1,9,5,,,,,5,1,2
2018HU0511093,4,26,1,9,2,,,,,5,,
2018HU0517723,1,25,2,1,71,2,,,,1,,24
2018HU0517723,2,28,1,1,72,1,,,,1,,23
2018HU0523389,1,22,1,1,42,1,45,,4,5,,24
2018HU0530299,1,23,2,1,69,1,,,,5,,24
2018HU0532853,1,108,1,1,67,1,30,1,1,3,,21
2018HU0534869,1,28,1,1,73,1,15,,10,1,,22
2018HU0534869,2,25,2,1,68,,,,,1,,21
2018HU0539358,1,64,2,1,29,1,15,1,1,5,,21
2018HU0540648,1,44,1,6,42,1,60,,4,1,,24
2018HU0540648,2,39,2,6,42,2,60,,4,1,,22
2018HU0540648,3,35,1,6,9,,,,,5,5,6
2018HU0540648,4,51,2,6,2,,,,,5,,
2018HU0541612,1,16,2,1,91,,,,,2,,16
2018HU0546502,1,68,2,1,65,,,,,1,,24
2018HU0546502,2,77,1,1,65,1,90,,5,1,,24
2018HU0547183,1,31,1,1,70,1,55,1,1,1,,22
2018HU0554335,1,63,2,1,33,2,10,,10,1,,24
2018HU0554335,2,80,1,1,36,2,30,,10,1,,24
2018HU0554335,3,63,1,1,4,,,,,5,1,2
2018HU0555232,1,26,2,1,23,1,30,,4,5,,21
2018HU0555232,2,36,2,1,23,1,30,,4,5,,21
2018HU0557336,1,15,1,1,83,1,30,,4,1,,21
2018HU0557336,2,15,2,1,80,,,,,1,,16
2018HU0559112,1,26,2,1,71,2,60,,4,3,,22
2018HU0560590,1,84,1,6,45,1,30,,4,1,,22
2018HU0560590,2,89,2,6,43,1,30,,4,1,,21
2018HU0560590,3,61,2,6,8,,,,,5,4,5
2018HU0560590,4,81,1,6,4,,,,,5,1,2
2018HU0560590,5,149,2,6,68,,,,,3,,21
2018HU0561989,1,16,2,1,69,2,30,,4,3,,22
2018HU0563547,1,51,1,1,36,6,35,1,1,5,,21
2018HU0565400,1,60,2,1,27,1,40,,10,5,,21
2018HU0565517,1,25,2,1,43,1,45,,4,5,,21
2018HU0565753,1,23,1,1,43,1,20,,4,3,,21
2018HU0565753,2,22,1,1,9,,,,,5,6,7
2018HU0568706,1,46,1,1,24,1,42,,4,5,,21
2018HU0568706,2,70,1,1,26,1,25,,4,5,,21
2018HU0568706,3,62,1,1,22,1,25,,4,5,,21
2018HU0569226,1,25,1,1,59,6,18,,10,1,,23
2018HU0569226,2,22,2,1,60,1,20,,10,1,,21
2018HU0578589,1,17,2,1,27,1,11,,10,5,,23
2018HU0579834,1,16,2,1,72,2,15,,2,2,,24
2018HU0586147,1,38,1,6,63,,,,,5,,22
2018HU0586408,1,92,1,1,56,4,20,,4,2,,24
